Designator,Mid X,Mid Y,Rotation,Layer
C1,105.664,-89.662,180.0,top
C5,130.81,-83.312,0.0,top
C6,133.096,-77.724,180.0,top
D1,104.394,-77.47,180.0,top
D3,105.664,-83.058,0.0,top
J1,132.334,-104.648,270.0,top
J2,100.192,-67.7,0.0,top
J3,134.874,-98.806,90.0,top
R1,87.884,-102.87,270.0,top
R2,92.202,-102.87,270.0,top
R3,96.52,-102.87,90.0,top
U1,113.284,-104.902,90.0,top
U4,119.634,-83.058,90.0,top
U6,121.719501,-68.4955,90.0,top
U7,116.034,-85.984,0.0,bottom
